4
60
10	2	4	4	6	4	7	9	6	9	3	4	4	8	4	3	2	9	10	8	4	1	4	8	7	5	4	8	3	8	12	14	20	16	17	16	12	16	18	12	20	19	18	10	17	20	17	20	11	14	10	19	10	17	16	17	10	10	19	19	

0	6	2	0	0	0	0	0	5	0	1	0	5	0	0	0	0	0	0	5	0	7	1	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	4	0	0	0	0	0	
6	0	7	0	10	0	0	0	3	0	4	10	2	2	7	0	0	10	0	1	0	0	4	3	0	0	0	9	4	0	0	0	0	4	2	0	5	6	0	0	9	0	0	6	0	0	0	6	0	2	1	0	1	1	5	0	0	0	7	0	
2	7	0	0	0	0	0	0	6	7	0	0	5	0	7	0	0	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0	0	6	5	1	0	0	0	0	1	0	9	1	0	0	0	5	9	4	0	6	0	
0	0	0	0	0	0	0	7	1	0	2	0	0	4	8	0	0	0	7	10	0	0	10	0	0	0	0	0	10	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	5	0	0	0	0	1	0	0	9	1	2	0	9	
0	10	0	0	0	0	2	0	0	0	0	8	6	0	0	8	0	0	0	0	0	0	10	9	2	2	6	0	0	6	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	4	5	4	0	0	0	0	5	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	3	0	0	5	0	1	0	0	0	0	0	0	0	0	8	4	0	3	0	0	2	0	4	0	0	0	0	0	0	0	0	6	0	0	0	3	1	0	0	0	0	0	0	8	0	0	0	0	0	10	0	
0	0	0	0	2	0	0	6	0	0	0	0	8	0	0	0	10	4	0	0	10	2	4	5	0	5	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	
0	0	0	7	0	0	6	0	6	0	0	0	2	0	0	0	0	0	0	7	8	7	6	0	8	6	0	0	4	0	0	0	0	0	4	0	5	0	0	0	0	0	6	0	0	0	4	0	0	7	0	0	0	0	8	0	0	5	2	0	
5	3	6	1	0	0	0	6	0	0	0	0	2	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	3	0	7	1	10	0	0	0	3	0	1	6	10	0	0	10	0	0	0	0	0	2	0	
0	0	7	0	0	3	0	0	0	0	0	2	0	0	6	0	9	1	0	1	0	1	0	0	6	0	0	3	1	8	9	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	10	5	0	9	3	0	0	0	0	0	0	0	
1	4	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	1	10	0	0	5	0	0	0	2	0	0	0	0	0	0	4	0	0	0	8	0	10	0	0	0	7	0	0	0	0	0	
0	10	0	0	8	0	0	0	0	2	6	0	0	0	0	10	0	0	0	0	0	9	0	0	0	0	0	7	10	8	0	10	6	0	9	8	0	0	0	0	0	0	1	0	0	0	4	2	3	0	9	8	0	0	4	0	1	0	0	0	
5	2	5	0	6	5	8	2	2	0	0	0	0	1	0	0	0	10	5	0	0	0	0	9	4	0	8	0	0	0	0	0	9	0	3	0	1	0	0	9	0	0	0	0	0	0	0	2	0	0	6	0	1	0	0	0	0	10	9	0	
0	2	0	4	0	0	0	0	9	0	0	0	1	0	0	5	10	0	2	1	9	10	7	3	0	0	0	0	0	8	0	0	0	0	10	7	0	5	8	6	0	0	0	5	0	0	0	0	0	1	0	0	6	0	0	0	0	4	0	0	
0	7	7	8	0	1	0	0	0	6	0	0	0	0	0	6	0	7	3	0	0	0	0	0	7	0	0	0	0	5	0	0	6	2	0	4	0	1	2	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	3	0	1	7	4	0	
